"deb_sem";"code";"sites";"occurence";"East";"South";"High_land";"Fringe";"excepted_East";"excepted_High_land";"weeks";"years"
"2015-03-16";"2015_12";"mnj";15;1;NA;NA;NA;NA;1;12;2015
"2016-03-21";"2016_12";"mnj";12;1;NA;NA;NA;NA;1;12;2016
"2008-03-24";"2008_13";"mnj";NA;1;NA;NA;NA;NA;1;13;2008
"2009-03-23";"2009_13";"mnj";NA;1;NA;NA;NA;NA;1;13;2009
"2010-03-29";"2010_13";"mnj";8;1;NA;NA;NA;NA;1;13;2010
"2011-03-28";"2011_13";"mnj";23;1;NA;NA;NA;NA;1;13;2011
"2012-03-26";"2012_13";"mnj";9;1;NA;NA;NA;NA;1;13;2012
"2013-03-25";"2013_13";"mnj";3;1;NA;NA;NA;NA;1;13;2013
"2014-03-24";"2014_13";"mnj";10;1;NA;NA;NA;NA;1;13;2014
"2015-03-23";"2015_13";"mnj";3;1;NA;NA;NA;NA;1;13;2015
"2016-03-28";"2016_13";"mnj";4;1;NA;NA;NA;NA;1;13;2016
"2008-03-31";"2008_14";"mnj";NA;1;NA;NA;NA;NA;1;14;2008
"2009-03-30";"2009_14";"mnj";NA;1;NA;NA;NA;NA;1;14;2009
"2010-04-05";"2010_14";"mnj";12;1;NA;NA;NA;NA;1;14;2010
"2011-04-04";"2011_14";"mnj";7;1;NA;NA;NA;NA;1;14;2011
"2012-04-02";"2012_14";"mnj";15;1;NA;NA;NA;NA;1;14;2012
"2013-04-01";"2013_14";"mnj";8;1;NA;NA;NA;NA;1;14;2013
"2014-03-31";"2014_14";"mnj";21;1;NA;NA;NA;NA;1;14;2014
"2015-03-30";"2015_14";"mnj";22;1;NA;NA;NA;NA;1;14;2015
"2016-04-04";"2016_14";"mnj";6;1;NA;NA;NA;NA;1;14;2016
"2007-04-09";"2007_15";"mnj";NA;1;NA;NA;NA;NA;1;15;2007
"2008-04-07";"2008_15";"mnj";NA;1;NA;NA;NA;NA;1;15;2008
"2009-04-06";"2009_15";"mnj";NA;1;NA;NA;NA;NA;1;15;2009
"2010-04-12";"2010_15";"mnj";18;1;NA;NA;NA;NA;1;15;2010
"2011-04-11";"2011_15";"mnj";11;1;NA;NA;NA;NA;1;15;2011
"2012-04-09";"2012_15";"mnj";16;1;NA;NA;NA;NA;1;15;2012
"2013-04-08";"2013_15";"mnj";7;1;NA;NA;NA;NA;1;15;2013
"2014-04-07";"2014_15";"mnj";35;1;NA;NA;NA;NA;1;15;2014
"2015-04-06";"2015_15";"mnj";12;1;NA;NA;NA;NA;1;15;2015
"2016-04-11";"2016_15";"mnj";9;1;NA;NA;NA;NA;1;15;2016
"2007-04-16";"2007_16";"mnj";NA;1;NA;NA;NA;NA;1;16;2007
"2008-04-14";"2008_16";"mnj";NA;1;NA;NA;NA;NA;1;16;2008
"2009-04-13";"2009_16";"mnj";NA;1;NA;NA;NA;NA;1;16;2009
"2010-04-19";"2010_16";"mnj";41;1;NA;NA;NA;NA;1;16;2010
"2011-04-18";"2011_16";"mnj";3;1;NA;NA;NA;NA;1;16;2011
"2012-04-16";"2012_16";"mnj";21;1;NA;NA;NA;NA;1;16;2012
"2013-04-15";"2013_16";"mnj";11;1;NA;NA;NA;NA;1;16;2013
"2014-04-14";"2014_16";"mnj";31;1;NA;NA;NA;NA;1;16;2014
"2015-04-13";"2015_16";"mnj";17;1;NA;NA;NA;NA;1;16;2015
"2016-04-18";"2016_16";"mnj";18;1;NA;NA;NA;NA;1;16;2016
"2007-04-23";"2007_17";"mnj";NA;1;NA;NA;NA;NA;1;17;2007
"2008-04-21";"2008_17";"mnj";NA;1;NA;NA;NA;NA;1;17;2008
"2009-04-20";"2009_17";"mnj";NA;1;NA;NA;NA;NA;1;17;2009
"2010-04-26";"2010_17";"mnj";31;1;NA;NA;NA;NA;1;17;2010
"2011-04-25";"2011_17";"mnj";17;1;NA;NA;NA;NA;1;17;2011
"2012-04-23";"2012_17";"mnj";21;1;NA;NA;NA;NA;1;17;2012
"2013-04-22";"2013_17";"mnj";6;1;NA;NA;NA;NA;1;17;2013
"2014-04-21";"2014_17";"mnj";23;1;NA;NA;NA;NA;1;17;2014
"2015-04-20";"2015_17";"mnj";20;1;NA;NA;NA;NA;1;17;2015
"2016-04-25";"2016_17";"mnj";13;1;NA;NA;NA;NA;1;17;2016
"2007-04-30";"2007_18";"mnj";NA;1;NA;NA;NA;NA;1;18;2007
"2008-04-28";"2008_18";"mnj";NA;1;NA;NA;NA;NA;1;18;2008
"2009-04-27";"2009_18";"mnj";NA;1;NA;NA;NA;NA;1;18;2009
"2010-05-03";"2010_18";"mnj";36;1;NA;NA;NA;NA;1;18;2010
"2011-05-02";"2011_18";"mnj";28;1;NA;NA;NA;NA;1;18;2011
"2012-04-30";"2012_18";"mnj";8;1;NA;NA;NA;NA;1;18;2012
"2013-04-29";"2013_18";"mnj";6;1;NA;NA;NA;NA;1;18;2013
"2014-04-28";"2014_18";"mnj";35;1;NA;NA;NA;NA;1;18;2014
"2015-04-27";"2015_18";"mnj";14;1;NA;NA;NA;NA;1;18;2015
"2016-05-02";"2016_18";"mnj";4;1;NA;NA;NA;NA;1;18;2016
"2007-05-07";"2007_19";"mnj";NA;1;NA;NA;NA;NA;1;19;2007
"2008-05-05";"2008_19";"mnj";NA;1;NA;NA;NA;NA;1;19;2008
"2009-05-04";"2009_19";"mnj";NA;1;NA;NA;NA;NA;1;19;2009
"2010-05-10";"2010_19";"mnj";19;1;NA;NA;NA;NA;1;19;2010
"2011-05-09";"2011_19";"mnj";14;1;NA;NA;NA;NA;1;19;2011
"2012-05-07";"2012_19";"mnj";13;1;NA;NA;NA;NA;1;19;2012
"2013-05-06";"2013_19";"mnj";8;1;NA;NA;NA;NA;1;19;2013
"2014-05-05";"2014_19";"mnj";37;1;NA;NA;NA;NA;1;19;2014
"2015-05-04";"2015_19";"mnj";7;1;NA;NA;NA;NA;1;19;2015
"2016-05-09";"2016_19";"mnj";14;1;NA;NA;NA;NA;1;19;2016
"2007-05-14";"2007_20";"mnj";NA;1;NA;NA;NA;NA;1;20;2007
"2008-05-12";"2008_20";"mnj";NA;1;NA;NA;NA;NA;1;20;2008
"2009-05-11";"2009_20";"mnj";NA;1;NA;NA;NA;NA;1;20;2009
"2010-05-17";"2010_20";"mnj";24;1;NA;NA;NA;NA;1;20;2010
"2011-05-16";"2011_20";"mnj";35;1;NA;NA;NA;NA;1;20;2011
"2012-05-14";"2012_20";"mnj";2;1;NA;NA;NA;NA;1;20;2012
"2013-05-13";"2013_20";"mnj";7;1;NA;NA;NA;NA;1;20;2013
"2014-05-12";"2014_20";"mnj";23;1;NA;NA;NA;NA;1;20;2014
"2015-05-11";"2015_20";"mnj";9;1;NA;NA;NA;NA;1;20;2015
"2016-05-16";"2016_20";"mnj";4;1;NA;NA;NA;NA;1;20;2016
"2007-05-21";"2007_21";"mnj";NA;1;NA;NA;NA;NA;1;21;2007
"2008-05-19";"2008_21";"mnj";NA;1;NA;NA;NA;NA;1;21;2008
"2009-05-18";"2009_21";"mnj";NA;1;NA;NA;NA;NA;1;21;2009
"2010-05-24";"2010_21";"mnj";23;1;NA;NA;NA;NA;1;21;2010
"2011-05-23";"2011_21";"mnj";10;1;NA;NA;NA;NA;1;21;2011
"2012-05-21";"2012_21";"mnj";20;1;NA;NA;NA;NA;1;21;2012
"2013-05-20";"2013_21";"mnj";2;1;NA;NA;NA;NA;1;21;2013
"2014-05-19";"2014_21";"mnj";21;1;NA;NA;NA;NA;1;21;2014
"2015-05-18";"2015_21";"mnj";5;1;NA;NA;NA;NA;1;21;2015
"2016-05-23";"2016_21";"mnj";10;1;NA;NA;NA;NA;1;21;2016
"2007-05-28";"2007_22";"mnj";NA;1;NA;NA;NA;NA;1;22;2007
"2008-05-26";"2008_22";"mnj";NA;1;NA;NA;NA;NA;1;22;2008
"2009-05-25";"2009_22";"mnj";NA;1;NA;NA;NA;NA;1;22;2009
"2010-05-31";"2010_22";"mnj";15;1;NA;NA;NA;NA;1;22;2010
"2011-05-30";"2011_22";"mnj";14;1;NA;NA;NA;NA;1;22;2011
"2012-05-28";"2012_22";"mnj";24;1;NA;NA;NA;NA;1;22;2012
"2013-05-27";"2013_22";"mnj";10;1;NA;NA;NA;NA;1;22;2013
"2014-05-26";"2014_22";"mnj";23;1;NA;NA;NA;NA;1;22;2014
"2015-05-25";"2015_22";"mnj";11;1;NA;NA;NA;NA;1;22;2015
"2016-05-30";"2016_22";"mnj";7;1;NA;NA;NA;NA;1;22;2016
"2007-06-04";"2007_23";"mnj";NA;1;NA;NA;NA;NA;1;23;2007
"2008-06-02";"2008_23";"mnj";NA;1;NA;NA;NA;NA;1;23;2008
"2009-06-01";"2009_23";"mnj";NA;1;NA;NA;NA;NA;1;23;2009
"2010-06-07";"2010_23";"mnj";27;1;NA;NA;NA;NA;1;23;2010
"2011-06-06";"2011_23";"mnj";14;1;NA;NA;NA;NA;1;23;2011
"2012-06-04";"2012_23";"mnj";27;1;NA;NA;NA;NA;1;23;2012
"2013-06-03";"2013_23";"mnj";9;1;NA;NA;NA;NA;1;23;2013
"2014-06-02";"2014_23";"mnj";32;1;NA;NA;NA;NA;1;23;2014
"2015-06-01";"2015_23";"mnj";6;1;NA;NA;NA;NA;1;23;2015
"2016-06-06";"2016_23";"mnj";16;1;NA;NA;NA;NA;1;23;2016
"2007-06-11";"2007_24";"mnj";NA;1;NA;NA;NA;NA;1;24;2007
"2008-06-09";"2008_24";"mnj";NA;1;NA;NA;NA;NA;1;24;2008
"2009-06-08";"2009_24";"mnj";NA;1;NA;NA;NA;NA;1;24;2009
"2010-06-14";"2010_24";"mnj";42;1;NA;NA;NA;NA;1;24;2010
"2011-06-13";"2011_24";"mnj";20;1;NA;NA;NA;NA;1;24;2011
"2012-06-11";"2012_24";"mnj";19;1;NA;NA;NA;NA;1;24;2012
"2013-06-10";"2013_24";"mnj";16;1;NA;NA;NA;NA;1;24;2013
"2014-06-09";"2014_24";"mnj";9;1;NA;NA;NA;NA;1;24;2014
"2015-06-08";"2015_24";"mnj";3;1;NA;NA;NA;NA;1;24;2015
"2016-06-13";"2016_24";"mnj";7;1;NA;NA;NA;NA;1;24;2016
"2007-06-18";"2007_25";"mnj";NA;1;NA;NA;NA;NA;1;25;2007
"2008-06-16";"2008_25";"mnj";NA;1;NA;NA;NA;NA;1;25;2008
"2009-06-15";"2009_25";"mnj";NA;1;NA;NA;NA;NA;1;25;2009
"2010-06-21";"2010_25";"mnj";39;1;NA;NA;NA;NA;1;25;2010
"2011-06-20";"2011_25";"mnj";9;1;NA;NA;NA;NA;1;25;2011
"2012-06-18";"2012_25";"mnj";19;1;NA;NA;NA;NA;1;25;2012
"2013-06-17";"2013_25";"mnj";14;1;NA;NA;NA;NA;1;25;2013
"2014-06-16";"2014_25";"mnj";13;1;NA;NA;NA;NA;1;25;2014
"2015-06-15";"2015_25";"mnj";14;1;NA;NA;NA;NA;1;25;2015
"2016-06-20";"2016_25";"mnj";22;1;NA;NA;NA;NA;1;25;2016
"2007-06-25";"2007_26";"mnj";NA;1;NA;NA;NA;NA;1;26;2007
"2008-06-23";"2008_26";"mnj";NA;1;NA;NA;NA;NA;1;26;2008
"2009-06-22";"2009_26";"mnj";NA;1;NA;NA;NA;NA;1;26;2009
"2010-06-28";"2010_26";"mnj";49;1;NA;NA;NA;NA;1;26;2010
"2011-06-27";"2011_26";"mnj";14;1;NA;NA;NA;NA;1;26;2011
"2012-06-25";"2012_26";"mnj";15;1;NA;NA;NA;NA;1;26;2012
"2013-06-24";"2013_26";"mnj";16;1;NA;NA;NA;NA;1;26;2013
"2014-06-23";"2014_26";"mnj";15;1;NA;NA;NA;NA;1;26;2014
"2015-06-22";"2015_26";"mnj";7;1;NA;NA;NA;NA;1;26;2015
"2016-06-27";"2016_26";"mnj";26;1;NA;NA;NA;NA;1;26;2016
"2007-07-02";"2007_27";"mnj";NA;1;NA;NA;NA;NA;1;27;2007
"2008-06-30";"2008_27";"mnj";NA;1;NA;NA;NA;NA;1;27;2008
"2009-06-29";"2009_27";"mnj";NA;1;NA;NA;NA;NA;1;27;2009
"2010-07-05";"2010_27";"mnj";44;1;NA;NA;NA;NA;1;27;2010
"2011-07-04";"2011_27";"mnj";11;1;NA;NA;NA;NA;1;27;2011
"2012-07-02";"2012_27";"mnj";18;1;NA;NA;NA;NA;1;27;2012
"2013-07-01";"2013_27";"mnj";20;1;NA;NA;NA;NA;1;27;2013
"2014-06-30";"2014_27";"mnj";8;1;NA;NA;NA;NA;1;27;2014
"2015-06-29";"2015_27";"mnj";22;1;NA;NA;NA;NA;1;27;2015
"2016-07-04";"2016_27";"mnj";10;1;NA;NA;NA;NA;1;27;2016
"2007-07-09";"2007_28";"mnj";NA;1;NA;NA;NA;NA;1;28;2007
"2008-07-07";"2008_28";"mnj";NA;1;NA;NA;NA;NA;1;28;2008
"2009-07-06";"2009_28";"mnj";NA;1;NA;NA;NA;NA;1;28;2009
"2010-07-12";"2010_28";"mnj";27;1;NA;NA;NA;NA;1;28;2010
"2011-07-11";"2011_28";"mnj";8;1;NA;NA;NA;NA;1;28;2011
"2012-07-09";"2012_28";"mnj";16;1;NA;NA;NA;NA;1;28;2012
"2013-07-08";"2013_28";"mnj";22;1;NA;NA;NA;NA;1;28;2013
"2014-07-07";"2014_28";"mnj";6;1;NA;NA;NA;NA;1;28;2014
"2015-07-06";"2015_28";"mnj";13;1;NA;NA;NA;NA;1;28;2015
"2016-07-11";"2016_28";"mnj";15;1;NA;NA;NA;NA;1;28;2016
"2007-07-16";"2007_29";"mnj";NA;1;NA;NA;NA;NA;1;29;2007
"2008-07-14";"2008_29";"mnj";NA;1;NA;NA;NA;NA;1;29;2008
"2009-07-13";"2009_29";"mnj";NA;1;NA;NA;NA;NA;1;29;2009
"2010-07-19";"2010_29";"mnj";23;1;NA;NA;NA;NA;1;29;2010
"2011-07-18";"2011_29";"mnj";7;1;NA;NA;NA;NA;1;29;2011
"2012-07-16";"2012_29";"mnj";17;1;NA;NA;NA;NA;1;29;2012
"2013-07-15";"2013_29";"mnj";10;1;NA;NA;NA;NA;1;29;2013
"2014-07-14";"2014_29";"mnj";7;1;NA;NA;NA;NA;1;29;2014
"2015-07-13";"2015_29";"mnj";21;1;NA;NA;NA;NA;1;29;2015
"2016-07-18";"2016_29";"mnj";8;1;NA;NA;NA;NA;1;29;2016
"2007-07-23";"2007_30";"mnj";NA;1;NA;NA;NA;NA;1;30;2007
"2008-07-21";"2008_30";"mnj";NA;1;NA;NA;NA;NA;1;30;2008
"2009-07-20";"2009_30";"mnj";NA;1;NA;NA;NA;NA;1;30;2009
"2010-07-26";"2010_30";"mnj";21;1;NA;NA;NA;NA;1;30;2010
"2011-07-25";"2011_30";"mnj";20;1;NA;NA;NA;NA;1;30;2011
"2012-07-23";"2012_30";"mnj";18;1;NA;NA;NA;NA;1;30;2012
"2013-07-22";"2013_30";"mnj";11;1;NA;NA;NA;NA;1;30;2013
"2014-07-21";"2014_30";"mnj";15;1;NA;NA;NA;NA;1;30;2014
"2015-07-20";"2015_30";"mnj";7;1;NA;NA;NA;NA;1;30;2015
"2007-07-30";"2007_31";"mnj";NA;1;NA;NA;NA;NA;1;31;2007
"2008-07-28";"2008_31";"mnj";NA;1;NA;NA;NA;NA;1;31;2008
"2009-07-27";"2009_31";"mnj";NA;1;NA;NA;NA;NA;1;31;2009
"2010-08-02";"2010_31";"mnj";13;1;NA;NA;NA;NA;1;31;2010
"2011-08-01";"2011_31";"mnj";10;1;NA;NA;NA;NA;1;31;2011
"2012-07-30";"2012_31";"mnj";11;1;NA;NA;NA;NA;1;31;2012
"2013-07-29";"2013_31";"mnj";15;1;NA;NA;NA;NA;1;31;2013
"2014-07-28";"2014_31";"mnj";13;1;NA;NA;NA;NA;1;31;2014
"2015-07-27";"2015_31";"mnj";22;1;NA;NA;NA;NA;1;31;2015
"2007-08-06";"2007_32";"mnj";NA;1;NA;NA;NA;NA;1;32;2007
"2008-08-04";"2008_32";"mnj";NA;1;NA;NA;NA;NA;1;32;2008
"2009-08-03";"2009_32";"mnj";NA;1;NA;NA;NA;NA;1;32;2009
"2010-08-09";"2010_32";"mnj";15;1;NA;NA;NA;NA;1;32;2010
"2011-08-08";"2011_32";"mnj";10;1;NA;NA;NA;NA;1;32;2011
"2012-08-06";"2012_32";"mnj";18;1;NA;NA;NA;NA;1;32;2012
"2013-08-05";"2013_32";"mnj";6;1;NA;NA;NA;NA;1;32;2013
"2014-08-04";"2014_32";"mnj";8;1;NA;NA;NA;NA;1;32;2014
"2015-08-03";"2015_32";"mnj";6;1;NA;NA;NA;NA;1;32;2015
"2007-08-13";"2007_33";"mnj";NA;1;NA;NA;NA;NA;1;33;2007
"2008-08-11";"2008_33";"mnj";NA;1;NA;NA;NA;NA;1;33;2008
"2009-08-10";"2009_33";"mnj";NA;1;NA;NA;NA;NA;1;33;2009
"2010-08-16";"2010_33";"mnj";18;1;NA;NA;NA;NA;1;33;2010
"2011-08-15";"2011_33";"mnj";7;1;NA;NA;NA;NA;1;33;2011
"2012-08-13";"2012_33";"mnj";4;1;NA;NA;NA;NA;1;33;2012
"2013-08-12";"2013_33";"mnj";9;1;NA;NA;NA;NA;1;33;2013
"2014-08-11";"2014_33";"mnj";11;1;NA;NA;NA;NA;1;33;2014
"2015-08-10";"2015_33";"mnj";3;1;NA;NA;NA;NA;1;33;2015
"2007-08-20";"2007_34";"mnj";NA;1;NA;NA;NA;NA;1;34;2007
"2008-08-18";"2008_34";"mnj";NA;1;NA;NA;NA;NA;1;34;2008
"2009-08-17";"2009_34";"mnj";NA;1;NA;NA;NA;NA;1;34;2009
"2010-08-23";"2010_34";"mnj";12;1;NA;NA;NA;NA;1;34;2010
"2011-08-22";"2011_34";"mnj";7;1;NA;NA;NA;NA;1;34;2011
"2012-08-20";"2012_34";"mnj";14;1;NA;NA;NA;NA;1;34;2012
"2013-08-19";"2013_34";"mnj";10;1;NA;NA;NA;NA;1;34;2013
"2014-08-18";"2014_34";"mnj";16;1;NA;NA;NA;NA;1;34;2014
"2015-08-17";"2015_34";"mnj";7;1;NA;NA;NA;NA;1;34;2015
"2007-08-27";"2007_35";"mnj";NA;1;NA;NA;NA;NA;1;35;2007
"2008-08-25";"2008_35";"mnj";NA;1;NA;NA;NA;NA;1;35;2008
"2009-08-24";"2009_35";"mnj";NA;1;NA;NA;NA;NA;1;35;2009
"2010-08-30";"2010_35";"mnj";16;1;NA;NA;NA;NA;1;35;2010
"2011-08-29";"2011_35";"mnj";18;1;NA;NA;NA;NA;1;35;2011
"2012-08-27";"2012_35";"mnj";8;1;NA;NA;NA;NA;1;35;2012
"2013-08-26";"2013_35";"mnj";13;1;NA;NA;NA;NA;1;35;2013
"2014-08-25";"2014_35";"mnj";25;1;NA;NA;NA;NA;1;35;2014
"2015-08-24";"2015_35";"mnj";1;1;NA;NA;NA;NA;1;35;2015
"2007-09-03";"2007_36";"mnj";NA;1;NA;NA;NA;NA;1;36;2007
"2008-09-01";"2008_36";"mnj";NA;1;NA;NA;NA;NA;1;36;2008
"2009-08-31";"2009_36";"mnj";NA;1;NA;NA;NA;NA;1;36;2009
"2010-09-06";"2010_36";"mnj";4;1;NA;NA;NA;NA;1;36;2010
"2011-09-05";"2011_36";"mnj";9;1;NA;NA;NA;NA;1;36;2011
"2012-09-03";"2012_36";"mnj";4;1;NA;NA;NA;NA;1;36;2012
"2013-09-02";"2013_36";"mnj";14;1;NA;NA;NA;NA;1;36;2013
"2014-09-01";"2014_36";"mnj";14;1;NA;NA;NA;NA;1;36;2014
"2015-08-31";"2015_36";"mnj";6;1;NA;NA;NA;NA;1;36;2015
"2007-09-10";"2007_37";"mnj";NA;1;NA;NA;NA;NA;1;37;2007
"2008-09-08";"2008_37";"mnj";NA;1;NA;NA;NA;NA;1;37;2008
"2009-09-07";"2009_37";"mnj";NA;1;NA;NA;NA;NA;1;37;2009
"2010-09-13";"2010_37";"mnj";13;1;NA;NA;NA;NA;1;37;2010
"2011-09-12";"2011_37";"mnj";8;1;NA;NA;NA;NA;1;37;2011
"2012-09-10";"2012_37";"mnj";8;1;NA;NA;NA;NA;1;37;2012
"2013-09-09";"2013_37";"mnj";10;1;NA;NA;NA;NA;1;37;2013
"2014-09-08";"2014_37";"mnj";9;1;NA;NA;NA;NA;1;37;2014
"2015-09-07";"2015_37";"mnj";6;1;NA;NA;NA;NA;1;37;2015
"2007-09-17";"2007_38";"mnj";NA;1;NA;NA;NA;NA;1;38;2007
"2008-09-15";"2008_38";"mnj";NA;1;NA;NA;NA;NA;1;38;2008
"2009-09-14";"2009_38";"mnj";NA;1;NA;NA;NA;NA;1;38;2009
"2010-09-20";"2010_38";"mnj";11;1;NA;NA;NA;NA;1;38;2010
"2011-09-19";"2011_38";"mnj";0;1;NA;NA;NA;NA;1;38;2011
"2012-09-17";"2012_38";"mnj";11;1;NA;NA;NA;NA;1;38;2012
"2013-09-16";"2013_38";"mnj";3;1;NA;NA;NA;NA;1;38;2013
"2014-09-15";"2014_38";"mnj";7;1;NA;NA;NA;NA;1;38;2014
"2015-09-14";"2015_38";"mnj";2;1;NA;NA;NA;NA;1;38;2015
"2007-09-24";"2007_39";"mnj";NA;1;NA;NA;NA;NA;1;39;2007
"2008-09-22";"2008_39";"mnj";NA;1;NA;NA;NA;NA;1;39;2008
"2009-09-21";"2009_39";"mnj";NA;1;NA;NA;NA;NA;1;39;2009
"2010-09-27";"2010_39";"mnj";5;1;NA;NA;NA;NA;1;39;2010
"2011-09-26";"2011_39";"mnj";8;1;NA;NA;NA;NA;1;39;2011
"2012-09-24";"2012_39";"mnj";7;1;NA;NA;NA;NA;1;39;2012
"2013-09-23";"2013_39";"mnj";12;1;NA;NA;NA;NA;1;39;2013
"2014-09-22";"2014_39";"mnj";23;1;NA;NA;NA;NA;1;39;2014
"2015-09-21";"2015_39";"mnj";3;1;NA;NA;NA;NA;1;39;2015
"2007-10-01";"2007_40";"mnj";NA;1;NA;NA;NA;NA;1;40;2007
"2008-09-29";"2008_40";"mnj";NA;1;NA;NA;NA;NA;1;40;2008
"2009-09-28";"2009_40";"mnj";NA;1;NA;NA;NA;NA;1;40;2009
"2010-10-04";"2010_40";"mnj";11;1;NA;NA;NA;NA;1;40;2010
"2011-10-03";"2011_40";"mnj";12;1;NA;NA;NA;NA;1;40;2011
"2012-10-01";"2012_40";"mnj";11;1;NA;NA;NA;NA;1;40;2012
"2013-09-30";"2013_40";"mnj";11;1;NA;NA;NA;NA;1;40;2013
"2014-09-29";"2014_40";"mnj";8;1;NA;NA;NA;NA;1;40;2014
"2015-09-28";"2015_40";"mnj";5;1;NA;NA;NA;NA;1;40;2015
"2007-10-08";"2007_41";"mnj";NA;1;NA;NA;NA;NA;1;41;2007
"2008-10-06";"2008_41";"mnj";NA;1;NA;NA;NA;NA;1;41;2008
"2009-10-05";"2009_41";"mnj";NA;1;NA;NA;NA;NA;1;41;2009
"2010-10-11";"2010_41";"mnj";4;1;NA;NA;NA;NA;1;41;2010
"2011-10-10";"2011_41";"mnj";10;1;NA;NA;NA;NA;1;41;2011
"2012-10-08";"2012_41";"mnj";8;1;NA;NA;NA;NA;1;41;2012
"2013-10-07";"2013_41";"mnj";9;1;NA;NA;NA;NA;1;41;2013
"2014-10-06";"2014_41";"mnj";10;1;NA;NA;NA;NA;1;41;2014
"2015-10-05";"2015_41";"mnj";1;1;NA;NA;NA;NA;1;41;2015
"2007-10-15";"2007_42";"mnj";NA;1;NA;NA;NA;NA;1;42;2007
"2008-10-13";"2008_42";"mnj";NA;1;NA;NA;NA;NA;1;42;2008
"2009-10-12";"2009_42";"mnj";NA;1;NA;NA;NA;NA;1;42;2009
"2010-10-18";"2010_42";"mnj";6;1;NA;NA;NA;NA;1;42;2010
"2011-10-17";"2011_42";"mnj";3;1;NA;NA;NA;NA;1;42;2011
"2012-10-15";"2012_42";"mnj";6;1;NA;NA;NA;NA;1;42;2012
"2013-10-14";"2013_42";"mnj";4;1;NA;NA;NA;NA;1;42;2013
"2014-10-13";"2014_42";"mnj";11;1;NA;NA;NA;NA;1;42;2014
"2015-10-12";"2015_42";"mnj";3;1;NA;NA;NA;NA;1;42;2015
"2007-10-22";"2007_43";"mnj";NA;1;NA;NA;NA;NA;1;43;2007
"2008-10-20";"2008_43";"mnj";NA;1;NA;NA;NA;NA;1;43;2008
"2009-10-19";"2009_43";"mnj";NA;1;NA;NA;NA;NA;1;43;2009
"2010-10-25";"2010_43";"mnj";9;1;NA;NA;NA;NA;1;43;2010
"2011-10-24";"2011_43";"mnj";17;1;NA;NA;NA;NA;1;43;2011
"2012-10-22";"2012_43";"mnj";8;1;NA;NA;NA;NA;1;43;2012
"2013-10-21";"2013_43";"mnj";9;1;NA;NA;NA;NA;1;43;2013
"2014-10-20";"2014_43";"mnj";16;1;NA;NA;NA;NA;1;43;2014
"2015-10-19";"2015_43";"mnj";3;1;NA;NA;NA;NA;1;43;2015
"2007-10-29";"2007_44";"mnj";NA;1;NA;NA;NA;NA;1;44;2007
"2008-10-27";"2008_44";"mnj";NA;1;NA;NA;NA;NA;1;44;2008
"2009-10-26";"2009_44";"mnj";NA;1;NA;NA;NA;NA;1;44;2009
"2010-11-01";"2010_44";"mnj";10;1;NA;NA;NA;NA;1;44;2010
"2011-10-31";"2011_44";"mnj";12;1;NA;NA;NA;NA;1;44;2011
"2012-10-29";"2012_44";"mnj";7;1;NA;NA;NA;NA;1;44;2012
"2013-10-28";"2013_44";"mnj";6;1;NA;NA;NA;NA;1;44;2013
"2014-10-27";"2014_44";"mnj";7;1;NA;NA;NA;NA;1;44;2014
"2015-10-26";"2015_44";"mnj";0;1;NA;NA;NA;NA;1;44;2015
"2007-11-05";"2007_45";"mnj";NA;1;NA;NA;NA;NA;1;45;2007
"2008-11-03";"2008_45";"mnj";NA;1;NA;NA;NA;NA;1;45;2008
"2009-11-02";"2009_45";"mnj";NA;1;NA;NA;NA;NA;1;45;2009
"2010-11-08";"2010_45";"mnj";10;1;NA;NA;NA;NA;1;45;2010
"2011-11-07";"2011_45";"mnj";10;1;NA;NA;NA;NA;1;45;2011
"2012-11-05";"2012_45";"mnj";17;1;NA;NA;NA;NA;1;45;2012
"2013-11-04";"2013_45";"mnj";21;1;NA;NA;NA;NA;1;45;2013
"2014-11-03";"2014_45";"mnj";20;1;NA;NA;NA;NA;1;45;2014
"2015-11-02";"2015_45";"mnj";3;1;NA;NA;NA;NA;1;45;2015
"2007-11-12";"2007_46";"mnj";NA;1;NA;NA;NA;NA;1;46;2007
"2008-11-10";"2008_46";"mnj";NA;1;NA;NA;NA;NA;1;46;2008
"2009-11-09";"2009_46";"mnj";NA;1;NA;NA;NA;NA;1;46;2009
"2010-11-15";"2010_46";"mnj";15;1;NA;NA;NA;NA;1;46;2010
"2011-11-14";"2011_46";"mnj";13;1;NA;NA;NA;NA;1;46;2011
"2012-11-12";"2012_46";"mnj";30;1;NA;NA;NA;NA;1;46;2012
"2013-11-11";"2013_46";"mnj";19;1;NA;NA;NA;NA;1;46;2013
"2014-11-10";"2014_46";"mnj";23;1;NA;NA;NA;NA;1;46;2014
"2015-11-09";"2015_46";"mnj";9;1;NA;NA;NA;NA;1;46;2015
"2007-11-19";"2007_47";"mnj";NA;1;NA;NA;NA;NA;1;47;2007
"2008-11-17";"2008_47";"mnj";NA;1;NA;NA;NA;NA;1;47;2008
"2009-11-16";"2009_47";"mnj";NA;1;NA;NA;NA;NA;1;47;2009
"2010-11-22";"2010_47";"mnj";24;1;NA;NA;NA;NA;1;47;2010
"2011-11-21";"2011_47";"mnj";13;1;NA;NA;NA;NA;1;47;2011
"2012-11-19";"2012_47";"mnj";12;1;NA;NA;NA;NA;1;47;2012
